BaseName,Tag,Original_Value,Converted_Value,Change_Status
"Um menino bonit1","PDF:PDFVersion","","1.6","Added in converted"
"Um menino bonit1","PDF:PageCount","","93","Added in converted"
"Um menino bonit1","PDF:PageLayout","","OneColumn","Added in converted"
"Um menino bonit1","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Um menino bonit1","PDF:Subject","","","Modified"
"Um menino bonit1","PDF:TaggedPDF","","Yes","Added in converted"
"Um menino bonit1","PDF:Title","","            Um menino bonito, de olhos amendoados que olhava para baixo o tempo todo","Added in converted"
"Um menino bonit1","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Um menino bonit1","System:FileAccessDate","2026:02:05 12:40:00-05:00","2026:02:05 12:32:07-05:00","Modified"
"Um menino bonit1","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:02:22-05:00","Modified"
"Um menino bonit1","System:FileModifyDate","2011:02:22 09:47:42-05:00","2026:02:05 12:02:26-05:00","Modified"
"Um menino bonit1","System:FileName","Um menino bonit1.doc","Um menino bonit1.pdf","Modified"
"Um menino bonit1","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Um menino bonit1","System:FileSize","508 kB","1159 kB","Modified"
"Um menino bonit1","XMP-dc:Creator","","Marcelo","Added in converted"
"Um menino bonit1","XMP-dc:Description","","","Modified"
"Um menino bonit1","XMP-dc:Format","","application/pdf","Added in converted"
"Um menino bonit1","XMP-dc:Title","","            Um menino bonito, de olhos amendoados que olhava para baixo o tempo todo","Added in converted"
"Um menino bonit1","XMP-pdf:Keywords","","","Modified"
"Um menino bonit1","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Um menino bonit1","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Um menino bonit1","XMP-pdfaid:Conformance","","U","Added in converted"
"Um menino bonit1","XMP-pdfaid:Part","","2","Added in converted"
"Um menino bonit1","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Um menino bonit1","XMP-xmp:CreateDate","","2026:02:05 12:02:01-05:00","Added in converted"
"Um menino bonit1","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Um menino bonit1","XMP-xmp:MetadataDate","","2026:02:05 12:02:26-05:00","Added in converted"
"Um menino bonit1","XMP-xmp:ModifyDate","","2026:02:05 12:02:26-05:00","Added in converted"
"Um menino bonit1","XMP-xmpMM:DocumentID","","uuid:4e2719c1-2a1c-466e-907b-a8c1e1d1ae05","Added in converted"
"Um menino bonit1","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Um menino bonit1","XMP-xmpMM:HistoryInstanceID","","uuid:7035d339-1c18-4bd1-b3c7-752c6d8924f2","Added in converted"
"Um menino bonit1","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Um menino bonit1","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Um menino bonit1","XMP-xmpMM:HistoryWhen","","2026:02:05 12:02:25-05:00","Added in converted"
"Um menino bonit1","XMP-xmpMM:InstanceID","","uuid:28b18da9-b99a-4e3c-ab4d-011efc50d925","Added in converted"
"Um menino bonit1","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Um menino bonit1","XMP-xmpMM:VersionID","","1","Added in converted"
"Um menino bonit1","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Um menino bonit1.doc","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Um menino bonit1.pdf","Modified"
"Z 11.O Brasil","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Z 11.O Brasil","File:FileType","DOC","PDF","Modified"
"Z 11.O Brasil","File:FileTypeExtension","doc","pdf","Modified"
"Z 11.O Brasil","File:MIMEType","application/msword","application/pdf","Modified"
"Z 11.O Brasil","FlashPix:AppVersion","11.5606","","Removed from original"
"Z 11.O Brasil","FlashPix:Author","Marcelo","","Removed from original"
"Z 11.O Brasil","FlashPix:CharCountWithSpaces","8673","","Removed from original"
"Z 11.O Brasil","FlashPix:Characters","7333","","Removed from original"
"Z 11.O Brasil","FlashPix:CodePage","Windows Latin 1 (Western European)","","Removed from original"
"Z 11.O Brasil","FlashPix:Comments","","","Modified"
"Z 11.O Brasil","FlashPix:CompObjUserType","Documento do Microsoft Office Word","","Removed from original"
"Z 11.O Brasil","FlashPix:CompObjUserTypeLen","35","","Removed from original"
"Z 11.O Brasil","FlashPix:Company","Brasil Virtual","","Removed from original"
"Z 11.O Brasil","FlashPix:CreateDate","2010:11:19 09:24:00","","Removed from original"
"Z 11.O Brasil","FlashPix:DocFlags","1Table, ExtChar","","Removed from original"
"Z 11.O Brasil","FlashPix:HeadingPairs","TâÂ¡tulo, 1","","Removed from original"
"Z 11.O Brasil","FlashPix:HyperlinksChanged","No","","Removed from original"
"Z 11.O Brasil","FlashPix:Identification","Word 8.0","","Removed from original"
"Z 11.O Brasil","FlashPix:Keywords","","","Modified"
"Z 11.O Brasil","FlashPix:LanguageCode","Portuguese (Brazilian)","","Removed from original"
"Z 11.O Brasil","FlashPix:LastModifiedBy","Marcelo","","Removed from original"
"Z 11.O Brasil","FlashPix:Lines","61","","Removed from original"
"Z 11.O Brasil","FlashPix:LinksUpToDate","No","","Removed from original"
"Z 11.O Brasil","FlashPix:ModifyDate","2010:11:21 21:36:00","","Removed from original"
"Z 11.O Brasil","FlashPix:Pages","1","","Removed from original"
"Z 11.O Brasil","FlashPix:Paragraphs","17","","Removed from original"
"Z 11.O Brasil","FlashPix:RevisionNumber","24","","Removed from original"
"Z 11.O Brasil","FlashPix:ScaleCrop","No","","Removed from original"
"Z 11.O Brasil","FlashPix:Security","","","Modified"
"Z 11.O Brasil","FlashPix:SharedDoc","No","","Removed from original"
"Z 11.O Brasil","FlashPix:Software","Microsoft Office Word","","Removed from original"
"Z 11.O Brasil","FlashPix:Subject","","","Modified"
"Z 11.O Brasil","FlashPix:System","Windows","","Removed from original"
"Z 11.O Brasil","FlashPix:Template","Normal","","Removed from original"
"Z 11.O Brasil","FlashPix:Title","O Brasil ÎÃÂ£nosÎÃÂ¥ odeia na mesma proporâÂºâÃºo em que ÎÃÂ£nââsÎÃÂ¥ o odiamos","","Removed from original"
"Z 11.O Brasil","FlashPix:TitleOfParts","O Brasil ÎÃÂ£nosÎÃÂ¥ odeia na mesma proporâÂºâÃºo em que ÎÃÂ£nââsÎÃÂ¥ o odiamos","","Removed from original"
"Z 11.O Brasil","FlashPix:TotalEditTime","6.9 hours","","Removed from original"
"Z 11.O Brasil","FlashPix:Word97","No","","Removed from original"
"Z 11.O Brasil","FlashPix:Words","1357","","Removed from original"
"Z 11.O Brasil","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Z 11.O Brasil","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Z 11.O Brasil","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Z 11.O Brasil","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Z 11.O Brasil","ICC-header:DeviceManufacturer","","none","Added in converted"
"Z 11.O Brasil","ICC-header:DeviceModel","","","Modified"
"Z 11.O Brasil","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileID","","0","Added in converted"
"Z 11.O Brasil","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Z 11.O Brasil","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Z 11.O Brasil","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Z 11.O Brasil","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Z 11.O Brasil","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Z 11.O Brasil","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Z 11.O Brasil","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Z 11.O Brasil","MS-DOC:Characters","7333","","Removed from original"
"Z 11.O Brasil","MS-DOC:CreateDate","2010:11:19 07:24:00","","Removed from original"
"Z 11.O Brasil","MS-DOC:LastPrinted","0000:00:00 00:00:00","","Removed from original"
"Z 11.O Brasil","MS-DOC:Lines","61","","Removed from original"
"Z 11.O Brasil","MS-DOC:ModifyDate","2010:11:21 21:36:54","","Removed from original"
"Z 11.O Brasil","MS-DOC:Pages","1","","Removed from original"
"Z 11.O Brasil","MS-DOC:Paragraphs","17","","Removed from original"
"Z 11.O Brasil","MS-DOC:RevisionNumber","24","","Removed from original"
"Z 11.O Brasil","MS-DOC:TotalEditTime","6.9 hours","","Removed from original"
"Z 11.O Brasil","MS-DOC:Words","1357","","Removed from original"
"Z 11.O Brasil","PDF:Author","","Marcelo","Added in converted"
"Z 11.O Brasil","PDF:CreateDate","","2026:02:05 12:02:34-05:00","Added in converted"
"Z 11.O Brasil","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Z 11.O Brasil","PDF:Language","","PT-BR","Added in converted"
"Z 11.O Brasil","PDF:Linearized","","Yes","Added in converted"
"Z 11.O Brasil","PDF:ModifyDate","","2026:02:05 12:02:44-05:00","Added in converted"
"Z 11.O Brasil","PDF:PDFVersion","","1.6","Added in converted"
"Z 11.O Brasil","PDF:PageCount","","3","Added in converted"
"Z 11.O Brasil","PDF:PageLayout","","OneColumn","Added in converted"
"Z 11.O Brasil","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Z 11.O Brasil","PDF:Subject","","","Modified"
"Z 11.O Brasil","PDF:TaggedPDF","","Yes","Added in converted"
"Z 11.O Brasil","PDF:Title","","O Brasil ÎÃÂ£nosÎÃÂ¥ odeia na mesma proporâÂºâÃºo em que ÎÃÂ£nââsÎÃÂ¥ o odiamos","Added in converted"
"Z 11.O Brasil","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Z 11.O Brasil","System:FileAccessDate","2026:02:05 12:40:00-05:00","2026:02:05 12:32:08-05:00","Modified"
"Z 11.O Brasil","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:02:43-05:00","Modified"
"Z 11.O Brasil","System:FileModifyDate","2010:11:21 18:36:56-05:00","2026:02:05 12:02:44-05:00","Modified"
"Z 11.O Brasil","System:FileName","Z 11.O Brasil.doc","Z 11.O Brasil.pdf","Modified"
"Z 11.O Brasil","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Z 11.O Brasil","System:FileSize","32 kB","131 kB","Modified"
"Z 11.O Brasil","XMP-dc:Creator","","Marcelo","Added in converted"
"Z 11.O Brasil","XMP-dc:Description","","","Modified"
"Z 11.O Brasil","XMP-dc:Format","","application/pdf","Added in converted"
"Z 11.O Brasil","XMP-dc:Title","","O Brasil ÎÃÂ£nosÎÃÂ¥ odeia na mesma proporâÂºâÃºo em que ÎÃÂ£nââsÎÃÂ¥ o odiamos","Added in converted"
"Z 11.O Brasil","XMP-pdf:Keywords","","","Modified"
"Z 11.O Brasil","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Z 11.O Brasil","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Z 11.O Brasil","XMP-pdfaid:Conformance","","U","Added in converted"
"Z 11.O Brasil","XMP-pdfaid:Part","","2","Added in converted"
"Z 11.O Brasil","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Z 11.O Brasil","XMP-xmp:CreateDate","","2026:02:05 12:02:34-05:00","Added in converted"
"Z 11.O Brasil","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Z 11.O Brasil","XMP-xmp:MetadataDate","","2026:02:05 12:02:44-05:00","Added in converted"
"Z 11.O Brasil","XMP-xmp:ModifyDate","","2026:02:05 12:02:44-05:00","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:DocumentID","","uuid:6dc6c7b9-5236-4ec5-b296-48c04fb0f629","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:HistoryInstanceID","","uuid:1f920230-32d9-41fd-ae63-54a87000b60a","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:HistoryWhen","","2026:02:05 12:02:44-05:00","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:InstanceID","","uuid:0acf633f-35d8-4c81-b475-dd434d8588a0","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Z 11.O Brasil","XMP-xmpMM:VersionID","","1","Added in converted"
"Z 11.O Brasil","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Z 11.O Brasil.doc","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Z 11.O Brasil.pdf","Modified"
"Z 15 Isso aqui sim é perversão","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Z 15 Isso aqui sim é perversão","ExifTool:Warning","FileName encoding must be specified [x2]","FileName encoding must be specified [x2]","Unchanged"
"Z 15 Isso aqui sim é perversão","File:FileType","DOC","PDF","Modified"
"Z 15 Isso aqui sim é perversão","File:FileTypeExtension","doc","pdf","Modified"
"Z 15 Isso aqui sim é perversão","File:MIMEType","application/msword","application/pdf","Modified"
"Z 15 Isso aqui sim é perversão","FlashPix:AppVersion","11.5606","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Author","Marcelo","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:CharCountWithSpaces","11292","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Characters","9547","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:CodePage","Windows Latin 1 (Western European)","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Comments","","","Modified"
"Z 15 Isso aqui sim é perversão","FlashPix:CompObjUserType","Documento do Microsoft Office Word","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:CompObjUserTypeLen","35","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Company","Brasil Virtual","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:CreateDate","2010:11:30 09:24:00","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:DocFlags","1Table, ExtChar","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:HeadingPairs","TâÂ¡tulo, 1","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:HyperlinksChanged","No","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Identification","Word 8.0","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Keywords","","","Modified"
"Z 15 Isso aqui sim é perversão","FlashPix:LanguageCode","Portuguese (Brazilian)","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:LastModifiedBy","Marcelo","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Lines","79","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:LinksUpToDate","No","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:ModifyDate","2010:12:02 11:55:00","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Pages","1","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Paragraphs","22","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:RevisionNumber","18","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:ScaleCrop","No","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Security","","","Modified"
"Z 15 Isso aqui sim é perversão","FlashPix:SharedDoc","No","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Software","Microsoft Office Word","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Subject","","","Modified"
"Z 15 Isso aqui sim é perversão","FlashPix:System","Windows","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Template","Normal","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Title","                          Isso aqui sim ââ perversâÃºo, sujeira da grossa","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:TitleOfParts","                          Isso aqui sim ââ perversâÃºo, sujeira da grossa","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:TotalEditTime","5.2 hours","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Word97","No","","Removed from original"
"Z 15 Isso aqui sim é perversão","FlashPix:Words","1767","","Removed from original"
"Z 15 Isso aqui sim é perversão","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:DeviceManufacturer","","none","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:DeviceModel","","","Modified"
"Z 15 Isso aqui sim é perversão","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileID","","0","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Z 15 Isso aqui sim é perversão","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Z 15 Isso aqui sim é perversão","MS-DOC:Characters","9547","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:CreateDate","2010:11:30 07:24:00","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:LastPrinted","0000:00:00 00:00:00","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:Lines","79","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:ModifyDate","2010:12:02 11:55:40","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:Pages","1","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:Paragraphs","22","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:RevisionNumber","18","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:TotalEditTime","5.2 hours","","Removed from original"
"Z 15 Isso aqui sim é perversão","MS-DOC:Words","1767","","Removed from original"
"Z 15 Isso aqui sim é perversão","PDF:Author","","Marcelo","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:CreateDate","","2026:02:05 12:02:50-05:00","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:Language","","PT-BR","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:Linearized","","Yes","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:ModifyDate","","2026:02:05 12:03:01-05:00","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:PDFVersion","","1.6","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:PageCount","","4","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:PageLayout","","OneColumn","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:Subject","","","Modified"
"Z 15 Isso aqui sim é perversão","PDF:TaggedPDF","","Yes","Added in converted"
"Z 15 Isso aqui sim é perversão","PDF:Title","","                          Isso aqui sim ââ perversâÃºo, sujeira da grossa","Added in converted"
"Z 15 Isso aqui sim é perversão","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Z 15 Isso aqui sim é perversão","System:FileAccessDate","2026:02:05 12:40:00-05:00","2026:02:05 12:32:10-05:00","Modified"
"Z 15 Isso aqui sim é perversão","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:02:59-05:00","Modified"
"Z 15 Isso aqui sim é perversão","System:FileModifyDate","2010:12:02 08:55:42-05:00","2026:02:05 12:03:01-05:00","Modified"
"Z 15 Isso aqui sim é perversão","System:FileName","Z 15 Isso aqui sim Î perversÏo.doc","Z 15 Isso aqui sim Î perversÏo.pdf","Modified"
"Z 15 Isso aqui sim é perversão","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Z 15 Isso aqui sim é perversão","System:FileSize","37 kB","149 kB","Modified"
"Z 15 Isso aqui sim é perversão","XMP-dc:Creator","","Marcelo","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-dc:Description","","","Modified"
"Z 15 Isso aqui sim é perversão","XMP-dc:Format","","application/pdf","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-dc:Title","","                          Isso aqui sim ââ perversâÃºo, sujeira da grossa","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdf:Keywords","","","Modified"
"Z 15 Isso aqui sim é perversão","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaid:Conformance","","U","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-pdfaid:Part","","2","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmp:CreateDate","","2026:02:05 12:02:50-05:00","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmp:MetadataDate","","2026:02:05 12:03:01-05:00","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmp:ModifyDate","","2026:02:05 12:03:01-05:00","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:DocumentID","","uuid:3ecc8bca-bf0d-444e-a082-7655b169223e","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:HistoryInstanceID","","uuid:301b4082-3de7-4784-966b-fd8c0c86d328","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:HistoryWhen","","2026:02:05 12:03:00-05:00","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:InstanceID","","uuid:a9500c95-a634-4a2a-8914-3bf6f82ef7ea","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Z 15 Isso aqui sim é perversão","XMP-xmpMM:VersionID","","1","Added in converted"
"Z 15 Isso aqui sim é perversão","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Z 15 Isso aqui sim Î perversÏo.doc","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Z 15 Isso aqui sim Î perversÏo.pdf","Modified"
"Z 7- Vai pra Casa Padilha","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Z 7- Vai pra Casa Padilha","File:FileType","DOC","PDF","Modified"
